id,candidate_id,candidate_number,full_name_ar,full_name_en,governorate,electoral_district,party_affiliation,coalition,gender,incumbent,photo_url,biography,email,phone,election_year,data_source,created_at,updated_at,is_active
,2025_2826_بابل,2826,المرشح العراقي 2826,Iraqi Candidate 2826,بابل,,النصر,,ذكر,,,,,,2025,,,,
,2025_2827_نينوى,2827,المرشح العراقي 2827,Iraqi Candidate 2827,نينوى,,العزم,,أنثى,,,,,,2025,,,,
,2025_2828_القادسية,2828,المرشح العراقي 2828,Iraqi Candidate 2828,القادسية,,الفتح,,أنثى,,,,,,2025,,,,
,2025_2829_السليمانية,2829,المرشح العراقي 2829,Iraqi Candidate 2829,السليمانية,,الفتح,,ذكر,,,,,,2025,,,,
,2025_2830_ميسان,2830,المرشح العراقي 2830,Iraqi Candidate 2830,ميسان,,دولة القانون,,ذكر,,,,,,2025,,,,
,2025_2831_الحلة,2831,المرشح العراقي 2831,Iraqi Candidate 2831,الحلة,,الوطنية,,أنثى,,,,,,2025,,,,
,2025_2832_ديالى,2832,المرشح العراقي 2832,Iraqi Candidate 2832,ديالى,,تقدم,,ذكر,,,,,,2025,,,,
,2025_2833_القادسية,2833,المرشح العراقي 2833,Iraqi Candidate 2833,القادسية,,الحزب الديمقراطي الكردستاني,,أنثى,,,,,,2025,,,,
,2025_2834_المثنى,2834,المرشح العراقي 2834,Iraqi Candidate 2834,المثنى,,الحكمة,,ذكر,,,,,,2025,,,,
,2025_2835_ذي قار,2835,المرشح العراقي 2835,Iraqi Candidate 2835,ذي قار,,الحكمة,,أنثى,,,,,,2025,,,,
,2025_2836_الحلة,2836,المرشح العراقي 2836,Iraqi Candidate 2836,الحلة,,الفتح,,أنثى,,,,,,2025,,,,
,2025_2837_ديالى,2837,المرشح العراقي 2837,Iraqi Candidate 2837,ديالى,,الحزب الشيوعي العراقي,,أنثى,,,,,,2025,,,,
,2025_2838_نجف,2838,المرشح العراقي 2838,Iraqi Candidate 2838,نجف,,الوطنية,,أنثى,,,,,,2025,,,,
,2025_2839_المثنى,2839,المرشح العراقي 2839,Iraqi Candidate 2839,المثنى,,تحالف السيادة,,ذكر,,,,,,2025,,,,
,2025_2840_دهوك,2840,المرشح العراقي 2840,Iraqi Candidate 2840,دهوك,,العزم,,ذكر,,,,,,2025,,,,
,2025_2841_بغداد,2841,المرشح العراقي 2841,Iraqi Candidate 2841,بغداد,,الحزب الشيوعي العراقي,,أنثى,,,,,,2025,,,,
,2025_2842_ميسان,2842,المرشح العراقي 2842,Iraqi Candidate 2842,ميسان,,الفتح,,ذكر,,,,,,2025,,,,
,2025_2843_نينوى,2843,المرشح العراقي 2843,Iraqi Candidate 2843,نينوى,,دولة القانون,,أنثى,,,,,,2025,,,,
,2025_2844_البصرة,2844,المرشح العراقي 2844,Iraqi Candidate 2844,البصرة,,الحكمة,,ذكر,,,,,,2025,,,,
,2025_2845_بغداد,2845,المرشح العراقي 2845,Iraqi Candidate 2845,بغداد,,الحكمة,,أنثى,,,,,,2025,,,,
,2025_2846_البصرة,2846,المرشح العراقي 2846,Iraqi Candidate 2846,البصرة,,سائرون,,ذكر,,,,,,2025,,,,
,2025_2847_ذي قار,2847,المرشح العراقي 2847,Iraqi Candidate 2847,ذي قار,,تحالف عزم,,ذكر,,,,,,2025,,,,
,2025_2848_نينوى,2848,المرشح العراقي 2848,Iraqi Candidate 2848,نينوى,,الفتح,,ذكر,,,,,,2025,,,,
,2025_2849_الحلة,2849,المرشح العراقي 2849,Iraqi Candidate 2849,الحلة,,النصر,,أنثى,,,,,,2025,,,,
,2025_2850_السليمانية,2850,المرشح العراقي 2850,Iraqi Candidate 2850,السليمانية,,العزم,,ذكر,,,,,,2025,,,,
,2025_2851_كربلاء,2851,المرشح العراقي 2851,Iraqi Candidate 2851,كربلاء,,الاتحاد الوطني الكردستاني,,ذكر,,,,,,2025,,,,
,2025_2852_كربلاء,2852,المرشح العراقي 2852,Iraqi Candidate 2852,كربلاء,,النصر,,ذكر,,,,,,2025,,,,
,2025_2853_نجف,2853,المرشح العراقي 2853,Iraqi Candidate 2853,نجف,,العزم,,ذكر,,,,,,2025,,,,
,2025_2854_الحلة,2854,المرشح العراقي 2854,Iraqi Candidate 2854,الحلة,,الفتح,,أنثى,,,,,,2025,,,,
,2025_2855_أربيل,2855,المرشح العراقي 2855,Iraqi Candidate 2855,أربيل,,الفتح,,أنثى,,,,,,2025,,,,
,2025_2856_كربلاء,2856,المرشح العراقي 2856,Iraqi Candidate 2856,كربلاء,,الحزب الشيوعي العراقي,,ذكر,,,,,,2025,,,,
,2025_2857_بغداد,2857,المرشح العراقي 2857,Iraqi Candidate 2857,بغداد,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_2858_بابل,2858,المرشح العراقي 2858,Iraqi Candidate 2858,بابل,,النصر,,أنثى,,,,,,2025,,,,
,2025_2859_واسط,2859,المرشح العراقي 2859,Iraqi Candidate 2859,واسط,,تقدم,,أنثى,,,,,,2025,,,,
,2025_2860_بغداد,2860,المرشح العراقي 2860,Iraqi Candidate 2860,بغداد,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_2861_واسط,2861,المرشح العراقي 2861,Iraqi Candidate 2861,واسط,,تقدم,,أنثى,,,,,,2025,,,,
,2025_2862_الحلة,2862,المرشح العراقي 2862,Iraqi Candidate 2862,الحلة,,الاتحاد الوطني الكردستاني,,أنثى,,,,,,2025,,,,
,2025_2863_المثنى,2863,المرشح العراقي 2863,Iraqi Candidate 2863,المثنى,,حركة امتداد,,ذكر,,,,,,2025,,,,
,2025_2864_كركوك,2864,المرشح العراقي 2864,Iraqi Candidate 2864,كركوك,,سائرون,,ذكر,,,,,,2025,,,,
,2025_2865_صلاح الدين,2865,المرشح العراقي 2865,Iraqi Candidate 2865,صلاح الدين,,دولة القانون,,أنثى,,,,,,2025,,,,
,2025_2866_البصرة,2866,المرشح العراقي 2866,Iraqi Candidate 2866,البصرة,,دولة القانون,,أنثى,,,,,,2025,,,,
,2025_2867_نينوى,2867,المرشح العراقي 2867,Iraqi Candidate 2867,نينوى,,الفتح,,أنثى,,,,,,2025,,,,
,2025_2868_أربيل,2868,المرشح العراقي 2868,Iraqi Candidate 2868,أربيل,,تحالف عزم,,ذكر,,,,,,2025,,,,
,2025_2869_ذي قار,2869,المرشح العراقي 2869,Iraqi Candidate 2869,ذي قار,,الاتحاد الوطني الكردستاني,,ذكر,,,,,,2025,,,,
,2025_2870_دهوك,2870,المرشح العراقي 2870,Iraqi Candidate 2870,دهوك,,الحزب الشيوعي العراقي,,أنثى,,,,,,2025,,,,
,2025_2871_أربيل,2871,المرشح العراقي 2871,Iraqi Candidate 2871,أربيل,,الحكمة,,ذكر,,,,,,2025,,,,
,2025_2872_دهوك,2872,المرشح العراقي 2872,Iraqi Candidate 2872,دهوك,,حركة امتداد,,ذكر,,,,,,2025,,,,
,2025_2873_دهوك,2873,المرشح العراقي 2873,Iraqi Candidate 2873,دهوك,,الحكمة,,ذكر,,,,,,2025,,,,
,2025_2874_السليمانية,2874,المرشح العراقي 2874,Iraqi Candidate 2874,السليمانية,,العزم,,أنثى,,,,,,2025,,,,
,2025_2875_كركوك,2875,المرشح العراقي 2875,Iraqi Candidate 2875,كركوك,,سائرون,,أنثى,,,,,,2025,,,,
,2025_2876_ديالى,2876,المرشح العراقي 2876,Iraqi Candidate 2876,ديالى,,الحزب الشيوعي العراقي,,أنثى,,,,,,2025,,,,
,2025_2877_دهوك,2877,المرشح العراقي 2877,Iraqi Candidate 2877,دهوك,,الحزب الديمقراطي الكردستاني,,ذكر,,,,,,2025,,,,
,2025_2878_ديالى,2878,المرشح العراقي 2878,Iraqi Candidate 2878,ديالى,,تقدم,,ذكر,,,,,,2025,,,,
,2025_2879_ذي قار,2879,المرشح العراقي 2879,Iraqi Candidate 2879,ذي قار,,العزم,,ذكر,,,,,,2025,,,,
,2025_2880_الأنبار,2880,المرشح العراقي 2880,Iraqi Candidate 2880,الأنبار,,تقدم,,ذكر,,,,,,2025,,,,
,2025_2881_نجف,2881,المرشح العراقي 2881,Iraqi Candidate 2881,نجف,,النصر,,أنثى,,,,,,2025,,,,
,2025_2882_المثنى,2882,المرشح العراقي 2882,Iraqi Candidate 2882,المثنى,,الحزب الديمقراطي الكردستاني,,أنثى,,,,,,2025,,,,
,2025_2883_ديالى,2883,المرشح العراقي 2883,Iraqi Candidate 2883,ديالى,,العزم,,أنثى,,,,,,2025,,,,
,2025_2884_المثنى,2884,المرشح العراقي 2884,Iraqi Candidate 2884,المثنى,,الفتح,,ذكر,,,,,,2025,,,,
,2025_2885_المثنى,2885,المرشح العراقي 2885,Iraqi Candidate 2885,المثنى,,الحكمة,,أنثى,,,,,,2025,,,,
,2025_2886_القادسية,2886,المرشح العراقي 2886,Iraqi Candidate 2886,القادسية,,الاتحاد الوطني الكردستاني,,ذكر,,,,,,2025,,,,
,2025_2887_الحلة,2887,المرشح العراقي 2887,Iraqi Candidate 2887,الحلة,,دولة القانون,,أنثى,,,,,,2025,,,,
,2025_2888_القادسية,2888,المرشح العراقي 2888,Iraqi Candidate 2888,القادسية,,العزم,,أنثى,,,,,,2025,,,,
,2025_2889_نينوى,2889,المرشح العراقي 2889,Iraqi Candidate 2889,نينوى,,العزم,,ذكر,,,,,,2025,,,,
,2025_2890_كربلاء,2890,المرشح العراقي 2890,Iraqi Candidate 2890,كربلاء,,الحكمة,,أنثى,,,,,,2025,,,,
,2025_2891_نجف,2891,المرشح العراقي 2891,Iraqi Candidate 2891,نجف,,سائرون,,أنثى,,,,,,2025,,,,
,2025_2892_واسط,2892,المرشح العراقي 2892,Iraqi Candidate 2892,واسط,,تقدم,,أنثى,,,,,,2025,,,,
,2025_2893_كربلاء,2893,المرشح العراقي 2893,Iraqi Candidate 2893,كربلاء,,النصر,,أنثى,,,,,,2025,,,,
,2025_2894_واسط,2894,المرشح العراقي 2894,Iraqi Candidate 2894,واسط,,الفتح,,أنثى,,,,,,2025,,,,
,2025_2895_القادسية,2895,المرشح العراقي 2895,Iraqi Candidate 2895,القادسية,,العزم,,ذكر,,,,,,2025,,,,
,2025_2896_ميسان,2896,المرشح العراقي 2896,Iraqi Candidate 2896,ميسان,,الاتحاد الوطني الكردستاني,,أنثى,,,,,,2025,,,,
,2025_2897_ذي قار,2897,المرشح العراقي 2897,Iraqi Candidate 2897,ذي قار,,الحزب الديمقراطي الكردستاني,,أنثى,,,,,,2025,,,,
,2025_2898_الأنبار,2898,المرشح العراقي 2898,Iraqi Candidate 2898,الأنبار,,حركة امتداد,,ذكر,,,,,,2025,,,,
,2025_2899_الأنبار,2899,المرشح العراقي 2899,Iraqi Candidate 2899,الأنبار,,تحالف عزم,,ذكر,,,,,,2025,,,,
,2025_2900_أربيل,2900,المرشح العراقي 2900,Iraqi Candidate 2900,أربيل,,الحزب الديمقراطي الكردستاني,,ذكر,,,,,,2025,,,,
,2025_2901_الحلة,2901,المرشح العراقي 2901,Iraqi Candidate 2901,الحلة,,النصر,,أنثى,,,,,,2025,,,,
,2025_2902_نينوى,2902,المرشح العراقي 2902,Iraqi Candidate 2902,نينوى,,النصر,,أنثى,,,,,,2025,,,,
,2025_2903_ديالى,2903,المرشح العراقي 2903,Iraqi Candidate 2903,ديالى,,سائرون,,ذكر,,,,,,2025,,,,
,2025_2904_نجف,2904,المرشح العراقي 2904,Iraqi Candidate 2904,نجف,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_2905_المثنى,2905,المرشح العراقي 2905,Iraqi Candidate 2905,المثنى,,الحزب الشيوعي العراقي,,ذكر,,,,,,2025,,,,
,2025_2906_واسط,2906,المرشح العراقي 2906,Iraqi Candidate 2906,واسط,,النصر,,ذكر,,,,,,2025,,,,
,2025_2907_بغداد,2907,المرشح العراقي 2907,Iraqi Candidate 2907,بغداد,,دولة القانون,,ذكر,,,,,,2025,,,,
,2025_2908_واسط,2908,المرشح العراقي 2908,Iraqi Candidate 2908,واسط,,تحالف عزم,,ذكر,,,,,,2025,,,,
,2025_2909_بغداد,2909,المرشح العراقي 2909,Iraqi Candidate 2909,بغداد,,الحزب الشيوعي العراقي,,ذكر,,,,,,2025,,,,
,2025_2910_واسط,2910,المرشح العراقي 2910,Iraqi Candidate 2910,واسط,,تقدم,,أنثى,,,,,,2025,,,,
,2025_2911_بغداد,2911,المرشح العراقي 2911,Iraqi Candidate 2911,بغداد,,الوطنية,,ذكر,,,,,,2025,,,,
,2025_2912_الأنبار,2912,المرشح العراقي 2912,Iraqi Candidate 2912,الأنبار,,الحزب الديمقراطي الكردستاني,,أنثى,,,,,,2025,,,,
,2025_2913_صلاح الدين,2913,المرشح العراقي 2913,Iraqi Candidate 2913,صلاح الدين,,حركة امتداد,,ذكر,,,,,,2025,,,,
,2025_2914_القادسية,2914,المرشح العراقي 2914,Iraqi Candidate 2914,القادسية,,الوطنية,,أنثى,,,,,,2025,,,,
,2025_2915_كركوك,2915,المرشح العراقي 2915,Iraqi Candidate 2915,كركوك,,الحكمة,,ذكر,,,,,,2025,,,,
,2025_2916_البصرة,2916,المرشح العراقي 2916,Iraqi Candidate 2916,البصرة,,تحالف عزم,,ذكر,,,,,,2025,,,,
,2025_2917_واسط,2917,المرشح العراقي 2917,Iraqi Candidate 2917,واسط,,الحزب الشيوعي العراقي,,أنثى,,,,,,2025,,,,
,2025_2918_ميسان,2918,المرشح العراقي 2918,Iraqi Candidate 2918,ميسان,,دولة القانون,,ذكر,,,,,,2025,,,,
,2025_2919_كربلاء,2919,المرشح العراقي 2919,Iraqi Candidate 2919,كربلاء,,الحكمة,,أنثى,,,,,,2025,,,,
,2025_2920_البصرة,2920,المرشح العراقي 2920,Iraqi Candidate 2920,البصرة,,تحالف عزم,,أنثى,,,,,,2025,,,,
,2025_2921_كركوك,2921,المرشح العراقي 2921,Iraqi Candidate 2921,كركوك,,دولة القانون,,ذكر,,,,,,2025,,,,
,2025_2922_صلاح الدين,2922,المرشح العراقي 2922,Iraqi Candidate 2922,صلاح الدين,,تقدم,,أنثى,,,,,,2025,,,,
,2025_2923_المثنى,2923,المرشح العراقي 2923,Iraqi Candidate 2923,المثنى,,الحزب الشيوعي العراقي,,ذكر,,,,,,2025,,,,
,2025_2924_البصرة,2924,المرشح العراقي 2924,Iraqi Candidate 2924,البصرة,,تحالف السيادة,,ذكر,,,,,,2025,,,,
,2025_2925_كركوك,2925,المرشح العراقي 2925,Iraqi Candidate 2925,كركوك,,تحالف عزم,,أنثى,,,,,,2025,,,,
,2025_2926_ديالى,2926,المرشح العراقي 2926,Iraqi Candidate 2926,ديالى,,الاتحاد الوطني الكردستاني,,ذكر,,,,,,2025,,,,
,2025_2927_بغداد,2927,المرشح العراقي 2927,Iraqi Candidate 2927,بغداد,,تقدم,,ذكر,,,,,,2025,,,,
,2025_2928_صلاح الدين,2928,المرشح العراقي 2928,Iraqi Candidate 2928,صلاح الدين,,الاتحاد الوطني الكردستاني,,أنثى,,,,,,2025,,,,
,2025_2929_الحلة,2929,المرشح العراقي 2929,Iraqi Candidate 2929,الحلة,,الحزب الشيوعي العراقي,,ذكر,,,,,,2025,,,,
,2025_2930_نينوى,2930,المرشح العراقي 2930,Iraqi Candidate 2930,نينوى,,دولة القانون,,أنثى,,,,,,2025,,,,
,2025_2931_نجف,2931,المرشح العراقي 2931,Iraqi Candidate 2931,نجف,,سائرون,,ذكر,,,,,,2025,,,,
,2025_2932_نينوى,2932,المرشح العراقي 2932,Iraqi Candidate 2932,نينوى,,تقدم,,ذكر,,,,,,2025,,,,
,2025_2933_ديالى,2933,المرشح العراقي 2933,Iraqi Candidate 2933,ديالى,,تقدم,,ذكر,,,,,,2025,,,,
,2025_2934_ميسان,2934,المرشح العراقي 2934,Iraqi Candidate 2934,ميسان,,تحالف السيادة,,ذكر,,,,,,2025,,,,
,2025_2935_واسط,2935,المرشح العراقي 2935,Iraqi Candidate 2935,واسط,,الفتح,,أنثى,,,,,,2025,,,,
,2025_2936_كركوك,2936,المرشح العراقي 2936,Iraqi Candidate 2936,كركوك,,حركة امتداد,,ذكر,,,,,,2025,,,,
,2025_2937_السليمانية,2937,المرشح العراقي 2937,Iraqi Candidate 2937,السليمانية,,الاتحاد الوطني الكردستاني,,أنثى,,,,,,2025,,,,
,2025_2938_كربلاء,2938,المرشح العراقي 2938,Iraqi Candidate 2938,كربلاء,,تقدم,,أنثى,,,,,,2025,,,,
,2025_2939_ميسان,2939,المرشح العراقي 2939,Iraqi Candidate 2939,ميسان,,حركة امتداد,,أنثى,,,,,,2025,,,,
,2025_2940_المثنى,2940,المرشح العراقي 2940,Iraqi Candidate 2940,المثنى,,الاتحاد الوطني الكردستاني,,ذكر,,,,,,2025,,,,
,2025_2941_ميسان,2941,المرشح العراقي 2941,Iraqi Candidate 2941,ميسان,,حركة امتداد,,أنثى,,,,,,2025,,,,
,2025_2942_ديالى,2942,المرشح العراقي 2942,Iraqi Candidate 2942,ديالى,,الحزب الديمقراطي الكردستاني,,ذكر,,,,,,2025,,,,
,2025_2943_كركوك,2943,المرشح العراقي 2943,Iraqi Candidate 2943,كركوك,,الفتح,,أنثى,,,,,,2025,,,,
,2025_2944_الأنبار,2944,المرشح العراقي 2944,Iraqi Candidate 2944,الأنبار,,الاتحاد الوطني الكردستاني,,أنثى,,,,,,2025,,,,
,2025_2945_كربلاء,2945,المرشح العراقي 2945,Iraqi Candidate 2945,كربلاء,,سائرون,,أنثى,,,,,,2025,,,,
,2025_2946_نجف,2946,المرشح العراقي 2946,Iraqi Candidate 2946,نجف,,تحالف عزم,,أنثى,,,,,,2025,,,,
,2025_2947_واسط,2947,المرشح العراقي 2947,Iraqi Candidate 2947,واسط,,الحزب الديمقراطي الكردستاني,,ذكر,,,,,,2025,,,,
,2025_2948_دهوك,2948,المرشح العراقي 2948,Iraqi Candidate 2948,دهوك,,دولة القانون,,أنثى,,,,,,2025,,,,
,2025_2949_المثنى,2949,المرشح العراقي 2949,Iraqi Candidate 2949,المثنى,,النصر,,ذكر,,,,,,2025,,,,
,2025_2950_البصرة,2950,المرشح العراقي 2950,Iraqi Candidate 2950,البصرة,,سائرون,,ذكر,,,,,,2025,,,,
,2025_2951_ذي قار,2951,المرشح العراقي 2951,Iraqi Candidate 2951,ذي قار,,الفتح,,ذكر,,,,,,2025,,,,
,2025_2952_دهوك,2952,المرشح العراقي 2952,Iraqi Candidate 2952,دهوك,,الوطنية,,ذكر,,,,,,2025,,,,
,2025_2953_البصرة,2953,المرشح العراقي 2953,Iraqi Candidate 2953,البصرة,,سائرون,,أنثى,,,,,,2025,,,,
,2025_2954_القادسية,2954,المرشح العراقي 2954,Iraqi Candidate 2954,القادسية,,النصر,,أنثى,,,,,,2025,,,,
,2025_2955_المثنى,2955,المرشح العراقي 2955,Iraqi Candidate 2955,المثنى,,العزم,,ذكر,,,,,,2025,,,,
,2025_2956_ديالى,2956,المرشح العراقي 2956,Iraqi Candidate 2956,ديالى,,الوطنية,,ذكر,,,,,,2025,,,,
,2025_2957_ميسان,2957,المرشح العراقي 2957,Iraqi Candidate 2957,ميسان,,تقدم,,أنثى,,,,,,2025,,,,
,2025_2958_صلاح الدين,2958,المرشح العراقي 2958,Iraqi Candidate 2958,صلاح الدين,,تقدم,,أنثى,,,,,,2025,,,,
,2025_2959_أربيل,2959,المرشح العراقي 2959,Iraqi Candidate 2959,أربيل,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_2960_أربيل,2960,المرشح العراقي 2960,Iraqi Candidate 2960,أربيل,,النصر,,ذكر,,,,,,2025,,,,
,2025_2961_أربيل,2961,المرشح العراقي 2961,Iraqi Candidate 2961,أربيل,,الاتحاد الوطني الكردستاني,,ذكر,,,,,,2025,,,,
,2025_2962_الحلة,2962,المرشح العراقي 2962,Iraqi Candidate 2962,الحلة,,النصر,,أنثى,,,,,,2025,,,,
,2025_2963_بغداد,2963,المرشح العراقي 2963,Iraqi Candidate 2963,بغداد,,الاتحاد الوطني الكردستاني,,ذكر,,,,,,2025,,,,
,2025_2964_أربيل,2964,المرشح العراقي 2964,Iraqi Candidate 2964,أربيل,,دولة القانون,,أنثى,,,,,,2025,,,,
,2025_2965_ديالى,2965,المرشح العراقي 2965,Iraqi Candidate 2965,ديالى,,العزم,,أنثى,,,,,,2025,,,,
,2025_2966_الحلة,2966,المرشح العراقي 2966,Iraqi Candidate 2966,الحلة,,النصر,,أنثى,,,,,,2025,,,,
,2025_2967_كركوك,2967,المرشح العراقي 2967,Iraqi Candidate 2967,كركوك,,الوطنية,,ذكر,,,,,,2025,,,,
,2025_2968_المثنى,2968,المرشح العراقي 2968,Iraqi Candidate 2968,المثنى,,تحالف السيادة,,ذكر,,,,,,2025,,,,
,2025_2969_كركوك,2969,المرشح العراقي 2969,Iraqi Candidate 2969,كركوك,,الاتحاد الوطني الكردستاني,,أنثى,,,,,,2025,,,,
,2025_2970_صلاح الدين,2970,المرشح العراقي 2970,Iraqi Candidate 2970,صلاح الدين,,الحزب الشيوعي العراقي,,أنثى,,,,,,2025,,,,
,2025_2971_الحلة,2971,المرشح العراقي 2971,Iraqi Candidate 2971,الحلة,,سائرون,,ذكر,,,,,,2025,,,,
,2025_2972_دهوك,2972,المرشح العراقي 2972,Iraqi Candidate 2972,دهوك,,دولة القانون,,أنثى,,,,,,2025,,,,
,2025_2973_السليمانية,2973,المرشح العراقي 2973,Iraqi Candidate 2973,السليمانية,,تقدم,,أنثى,,,,,,2025,,,,
,2025_2974_الأنبار,2974,المرشح العراقي 2974,Iraqi Candidate 2974,الأنبار,,الحزب الشيوعي العراقي,,ذكر,,,,,,2025,,,,
,2025_2975_كربلاء,2975,المرشح العراقي 2975,Iraqi Candidate 2975,كربلاء,,الفتح,,أنثى,,,,,,2025,,,,
,2025_2976_بابل,2976,المرشح العراقي 2976,Iraqi Candidate 2976,بابل,,الاتحاد الوطني الكردستاني,,أنثى,,,,,,2025,,,,
,2025_2977_أربيل,2977,المرشح العراقي 2977,Iraqi Candidate 2977,أربيل,,الحكمة,,أنثى,,,,,,2025,,,,
,2025_2978_بغداد,2978,المرشح العراقي 2978,Iraqi Candidate 2978,بغداد,,دولة القانون,,أنثى,,,,,,2025,,,,
,2025_2979_صلاح الدين,2979,المرشح العراقي 2979,Iraqi Candidate 2979,صلاح الدين,,تقدم,,ذكر,,,,,,2025,,,,
,2025_2980_البصرة,2980,المرشح العراقي 2980,Iraqi Candidate 2980,البصرة,,دولة القانون,,أنثى,,,,,,2025,,,,
,2025_2981_كربلاء,2981,المرشح العراقي 2981,Iraqi Candidate 2981,كربلاء,,الحزب الشيوعي العراقي,,أنثى,,,,,,2025,,,,
,2025_2982_المثنى,2982,المرشح العراقي 2982,Iraqi Candidate 2982,المثنى,,تحالف عزم,,أنثى,,,,,,2025,,,,
,2025_2983_واسط,2983,المرشح العراقي 2983,Iraqi Candidate 2983,واسط,,الحزب الديمقراطي الكردستاني,,أنثى,,,,,,2025,,,,
,2025_2984_كربلاء,2984,المرشح العراقي 2984,Iraqi Candidate 2984,كربلاء,,الفتح,,ذكر,,,,,,2025,,,,
,2025_2985_صلاح الدين,2985,المرشح العراقي 2985,Iraqi Candidate 2985,صلاح الدين,,الفتح,,ذكر,,,,,,2025,,,,
,2025_2986_بغداد,2986,المرشح العراقي 2986,Iraqi Candidate 2986,بغداد,,حركة امتداد,,ذكر,,,,,,2025,,,,
,2025_2987_دهوك,2987,المرشح العراقي 2987,Iraqi Candidate 2987,دهوك,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_2988_كركوك,2988,المرشح العراقي 2988,Iraqi Candidate 2988,كركوك,,حركة امتداد,,أنثى,,,,,,2025,,,,
,2025_2989_الحلة,2989,المرشح العراقي 2989,Iraqi Candidate 2989,الحلة,,الحزب الشيوعي العراقي,,ذكر,,,,,,2025,,,,
,2025_2990_أربيل,2990,المرشح العراقي 2990,Iraqi Candidate 2990,أربيل,,الفتح,,أنثى,,,,,,2025,,,,
,2025_2991_القادسية,2991,المرشح العراقي 2991,Iraqi Candidate 2991,القادسية,,الحكمة,,أنثى,,,,,,2025,,,,
,2025_2992_واسط,2992,المرشح العراقي 2992,Iraqi Candidate 2992,واسط,,تقدم,,أنثى,,,,,,2025,,,,
,2025_2993_واسط,2993,المرشح العراقي 2993,Iraqi Candidate 2993,واسط,,تحالف عزم,,أنثى,,,,,,2025,,,,
,2025_2994_صلاح الدين,2994,المرشح العراقي 2994,Iraqi Candidate 2994,صلاح الدين,,الوطنية,,أنثى,,,,,,2025,,,,
,2025_2995_نجف,2995,المرشح العراقي 2995,Iraqi Candidate 2995,نجف,,الحكمة,,أنثى,,,,,,2025,,,,
,2025_2996_كركوك,2996,المرشح العراقي 2996,Iraqi Candidate 2996,كركوك,,تقدم,,ذكر,,,,,,2025,,,,
,2025_2997_ميسان,2997,المرشح العراقي 2997,Iraqi Candidate 2997,ميسان,,دولة القانون,,ذكر,,,,,,2025,,,,
,2025_2998_واسط,2998,المرشح العراقي 2998,Iraqi Candidate 2998,واسط,,الفتح,,أنثى,,,,,,2025,,,,
,2025_2999_نينوى,2999,المرشح العراقي 2999,Iraqi Candidate 2999,نينوى,,تقدم,,أنثى,,,,,,2025,,,,
,2025_3000_القادسية,3000,المرشح العراقي 3000,Iraqi Candidate 3000,القادسية,,سائرون,,أنثى,,,,,,2025,,,,
,2025_3001_الحلة,3001,المرشح العراقي 3001,Iraqi Candidate 3001,الحلة,,الاتحاد الوطني الكردستاني,,أنثى,,,,,,2025,,,,
,2025_3002_البصرة,3002,المرشح العراقي 3002,Iraqi Candidate 3002,البصرة,,تقدم,,ذكر,,,,,,2025,,,,
,2025_3003_بغداد,3003,المرشح العراقي 3003,Iraqi Candidate 3003,بغداد,,الوطنية,,أنثى,,,,,,2025,,,,
,2025_3004_المثنى,3004,المرشح العراقي 3004,Iraqi Candidate 3004,المثنى,,النصر,,ذكر,,,,,,2025,,,,
,2025_3005_بغداد,3005,المرشح العراقي 3005,Iraqi Candidate 3005,بغداد,,الحزب الشيوعي العراقي,,ذكر,,,,,,2025,,,,
,2025_3006_واسط,3006,المرشح العراقي 3006,Iraqi Candidate 3006,واسط,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_3007_دهوك,3007,المرشح العراقي 3007,Iraqi Candidate 3007,دهوك,,الحكمة,,أنثى,,,,,,2025,,,,
,2025_3008_نجف,3008,المرشح العراقي 3008,Iraqi Candidate 3008,نجف,,الاتحاد الوطني الكردستاني,,أنثى,,,,,,2025,,,,
,2025_3009_البصرة,3009,المرشح العراقي 3009,Iraqi Candidate 3009,البصرة,,الحكمة,,ذكر,,,,,,2025,,,,
,2025_3010_كربلاء,3010,المرشح العراقي 3010,Iraqi Candidate 3010,كربلاء,,الحكمة,,ذكر,,,,,,2025,,,,
,2025_3011_الحلة,3011,المرشح العراقي 3011,Iraqi Candidate 3011,الحلة,,سائرون,,أنثى,,,,,,2025,,,,
,2025_3012_ذي قار,3012,المرشح العراقي 3012,Iraqi Candidate 3012,ذي قار,,حركة امتداد,,أنثى,,,,,,2025,,,,
,2025_3013_نجف,3013,المرشح العراقي 3013,Iraqi Candidate 3013,نجف,,الاتحاد الوطني الكردستاني,,أنثى,,,,,,2025,,,,
,2025_3014_دهوك,3014,المرشح العراقي 3014,Iraqi Candidate 3014,دهوك,,حركة امتداد,,ذكر,,,,,,2025,,,,
,2025_3015_صلاح الدين,3015,المرشح العراقي 3015,Iraqi Candidate 3015,صلاح الدين,,تقدم,,أنثى,,,,,,2025,,,,
,2025_3016_الحلة,3016,المرشح العراقي 3016,Iraqi Candidate 3016,الحلة,,حركة امتداد,,ذكر,,,,,,2025,,,,
